Year,District,Plant Month,Crop,Rainfall(mm),Temperature(C),Humidity(%),Soil pH,Growing Days,Harvest Month,Harvest Price(LKR/kg)
2023,Galle,January,Groundnut,185,24.6,73,7.2,110,May,498.83
2023,Galle,February,Groundnut,155,30.5,64,6.4,110,June,397.22
2023,Galle,March,Groundnut,319,21.5,63,6.3,110,July,438.43
2023,Galle,April,Groundnut,141,32.2,67,6.8,110,August,321.08
2023,Galle,May,Groundnut,211,29,86,6.9,110,September,439
2023,Galle,June,Groundnut,169,21.8,92,7,110,October,290.34
2023,Galle,July,Groundnut,169,26,72,6.9,110,November,366.28
2023,Galle,August,Groundnut,62,22.7,86,6.9,110,December,338.43
2023,Galle,September,Groundnut,52,21.9,84,6.5,110,January,345.54
2023,Galle,October,Groundnut,67,30.9,66,6.8,110,February,411.68
2023,Galle,November,Groundnut,159,26.8,77,6.1,110,March,351.22
2023,Galle,December,Groundnut,59,30.6,69,6.7,110,April,324.19
2023,Galle,January,Maize,234,32.9,84,7.1,100,April,191.51
2023,Galle,February,Maize,105,22.9,77,6.9,100,May,122.45
2023,Galle,March,Maize,152,30.5,63,5.8,100,June,127.4
2023,Galle,April,Maize,232,20.2,70,6.1,100,July,123.7
2023,Galle,May,Maize,52,30.7,80,7,100,August,123.19
2023,Galle,June,Maize,58,21.6,91,6.3,100,September,134.57
2023,Galle,July,Maize,218,31.4,89,6.6,100,October,162.2
2023,Galle,August,Maize,55,31.8,87,6.3,100,November,162.76
2023,Galle,September,Maize,227,28.4,64,6.3,100,December,120.92
2023,Galle,October,Maize,141,26.4,65,6.9,100,January,160.61
2023,Galle,November,Maize,91,20.2,62,7.2,100,February,176.37
2023,Galle,December,Maize,100,25.5,61,5.8,100,March,184.42
2023,Galle,January,Pumpkin,315,21.6,89,6.9,120,May,146.31
2023,Galle,February,Pumpkin,163,29.4,71,5.7,120,June,174.44
2023,Galle,March,Pumpkin,320,22.9,60,6.2,120,July,142.22
2023,Galle,April,Pumpkin,231,33,83,6.9,120,August,128.91
2023,Galle,May,Pumpkin,319,23.9,79,6.4,120,September,150.51
2023,Galle,June,Pumpkin,253,22.9,78,7,120,October,118.56
2023,Galle,July,Pumpkin,70,30.6,64,7,120,November,164.4
2023,Galle,August,Pumpkin,276,29,87,6.1,120,December,172.39
2023,Galle,September,Pumpkin,137,27.6,83,5.9,120,January,108.36
2023,Galle,October,Pumpkin,269,25.3,82,6.1,120,February,176.09
2023,Galle,November,Pumpkin,307,30.7,69,7.1,120,March,165.39
2023,Galle,December,Pumpkin,313,21.7,83,6.4,120,April,144.32
2023,Galle,January,Brinjal,295,22.4,85,5.6,130,May,253
2023,Galle,February,Brinjal,226,21.2,60,6.1,130,June,170.76
2023,Galle,March,Brinjal,307,22.4,69,6,130,July,260.49
2023,Galle,April,Brinjal,47,24.3,62,5.9,130,August,200.94
2023,Galle,May,Brinjal,204,29.4,73,6.1,130,September,188.78
2023,Galle,June,Brinjal,263,25,60,6.7,130,October,229.69
2023,Galle,July,Brinjal,212,22.9,71,6.1,130,November,266.93
2023,Galle,August,Brinjal,316,30.6,85,6.1,130,December,179.07
2023,Galle,September,Brinjal,276,28.9,72,6.2,130,January,196.23
2023,Galle,October,Brinjal,167,31.4,60,6.7,130,February,175.3
2023,Galle,November,Brinjal,77,31.4,71,7.2,130,March,252.78
2023,Galle,December,Brinjal,270,26.7,60,6,130,April,263.58
2023,Matara,January,Paddy,91,20.2,70,6.3,120,May,296.01
2023,Matara,February,Paddy,216,32,83,6.3,120,June,187.57
2023,Matara,March,Paddy,194,21.2,61,6.4,120,July,279.93
2023,Matara,April,Paddy,314,20.4,78,6.9,120,August,269.03
2023,Matara,May,Paddy,259,32.3,65,6.6,120,September,245.96
2023,Matara,June,Paddy,284,29,62,6.1,120,October,206.48
2023,Matara,July,Paddy,160,25.6,65,6.2,120,November,170.47
2023,Matara,August,Paddy,168,20.7,86,6.9,120,December,203.5
2023,Matara,September,Paddy,215,28.7,64,5.8,120,January,241.67
2023,Matara,October,Paddy,259,26.5,71,6.4,120,February,249.6
2023,Matara,November,Paddy,314,26,65,7.2,120,March,169.55
2023,Matara,December,Paddy,126,25.9,89,6.8,120,April,234.46
2023,Matara,January,Tomato,249,26.3,68,5.6,90,April,219.83
2023,Matara,February,Tomato,164,22.8,63,6.2,90,May,290.94
2023,Matara,March,Tomato,46,32,88,5.9,90,June,178.01
2023,Matara,April,Tomato,211,21.7,82,6.8,90,July,232.41
2023,Matara,May,Tomato,219,28.5,68,6.3,90,August,276.07
2023,Matara,June,Tomato,189,23.6,78,6.5,90,September,221.63
2023,Matara,July,Tomato,313,23.8,66,7,90,October,170.66
2023,Matara,August,Tomato,74,27.3,85,6.8,90,November,233.51
2023,Matara,September,Tomato,116,28.8,72,6.3,90,December,227.69
2023,Matara,October,Tomato,274,32.9,66,6.8,90,January,231.69
2023,Matara,November,Tomato,101,25,67,6,90,February,188.67
2023,Matara,December,Tomato,139,25.8,83,5.8,90,March,189.73
2023,Matara,January,Chili,202,20.3,70,7,150,June,660.88
2023,Matara,February,Chili,250,24.2,60,6.5,150,July,933.78
2023,Matara,March,Chili,223,26.4,60,6.2,150,August,774.8
2023,Matara,April,Chili,206,30.2,82,5.9,150,September,591.92
2023,Matara,May,Chili,250,28.5,78,6.2,150,October,820.74
2023,Matara,June,Chili,284,28,75,7.1,150,November,589.14
2023,Matara,July,Chili,319,28.7,81,5.7,150,December,661.31
2023,Matara,August,Chili,313,27.8,60,6.8,150,January,649.71
2023,Matara,September,Chili,298,32,87,7.1,150,February,858.93
2023,Matara,October,Chili,274,22.2,78,6.7,150,March,817.54
2023,Matara,November,Chili,204,30.6,86,6.1,150,April,885.57
2023,Matara,December,Chili,156,21,91,6.2,150,May,890.52
2023,Matara,January,Big Onion,116,27.5,81,6.3,105,May,241.46
2023,Matara,February,Big Onion,226,24.8,72,6.1,105,June,289.3
2023,Matara,March,Big Onion,94,23.1,69,7.1,105,July,328.8
2023,Matara,April,Big Onion,139,27.6,64,7,105,August,196.31
2023,Matara,May,Big Onion,254,20.6,81,5.9,105,September,231.31
2023,Matara,June,Big Onion,197,26.3,82,7.1,105,October,203.78
2023,Matara,July,Big Onion,264,31.6,82,6.3,105,November,335.34
2023,Matara,August,Big Onion,110,21.9,69,5.9,105,December,288.62
2023,Matara,September,Big Onion,206,24.5,64,7,105,January,213.77
2023,Matara,October,Big Onion,243,23.4,92,5.9,105,February,309.24
2023,Matara,November,Big Onion,97,25.8,79,6,105,March,296.76
2023,Matara,December,Big Onion,302,32.5,70,5.8,105,April,330.54
2023,Matara,January,Red Onion,70,20,70,6.5,95,April,356.7
2023,Matara,February,Red Onion,141,31.4,73,6.3,95,May,276.05
2023,Matara,March,Red Onion,217,24,84,5.6,95,June,332.57
2023,Matara,April,Red Onion,195,21.5,85,6.6,95,July,280.5
2023,Matara,May,Red Onion,215,26.7,65,7.2,95,August,471.64
2023,Matara,June,Red Onion,94,22.9,80,6.1,95,September,338.9
2023,Matara,July,Red Onion,132,29.4,87,5.6,95,October,296.34
2023,Matara,August,Red Onion,123,25.6,78,6.7,95,November,319.46
2023,Matara,September,Red Onion,66,23.8,65,6,95,December,317.05
2023,Matara,October,Red Onion,241,30.7,83,6.5,95,January,410.28
2023,Matara,November,Red Onion,198,27.5,66,6.7,95,February,436.44
2023,Matara,December,Red Onion,216,24.6,71,6.4,95,March,404.52
2023,Matara,January,Potato,78,28.4,85,6.3,110,May,242.39
2023,Matara,February,Potato,169,24.1,74,7.1,110,June,379.65
2023,Matara,March,Potato,75,27.4,63,6.8,110,July,278.96
2023,Matara,April,Potato,78,24.1,84,6.2,110,August,324.33
2023,Matara,May,Potato,228,26.4,87,6,110,September,313.66
2023,Matara,June,Potato,43,27.7,74,6.1,110,October,384.86
2023,Matara,July,Potato,165,30.1,66,6.7,110,November,380.34
2023,Matara,August,Potato,61,27.1,70,6,110,December,401.6
2023,Matara,September,Potato,191,27.4,77,6,110,January,374.97
2023,Matara,October,Potato,86,33,90,5.9,110,February,337.7
2023,Matara,November,Potato,177,31.4,88,6.8,110,March,287.51
2023,Matara,December,Potato,217,21,80,5.8,110,April,322.59
2023,Matara,January,Beans,98,23.8,64,5.5,75,March,496.84
2023,Matara,February,Beans,58,25.3,74,7.1,75,April,535.63
2023,Matara,March,Beans,208,24.4,62,6.4,75,May,539.27
2023,Matara,April,Beans,241,31.9,61,6.7,75,June,463.44
2023,Matara,May,Beans,159,21.2,67,6,75,July,507.77
2023,Matara,June,Beans,90,28.9,62,6,75,August,469.57
2023,Matara,July,Beans,71,21.9,62,6.3,75,September,495.53
2023,Matara,August,Beans,116,29.7,71,5.6,75,October,402.41
2023,Matara,September,Beans,94,31.2,83,7.1,75,November,377.45
2023,Matara,October,Beans,177,22.9,92,6.8,75,December,507.13
2023,Matara,November,Beans,70,22.6,73,6,75,January,443.79
2023,Matara,December,Beans,223,27.2,88,6.6,75,February,340.44
2023,Matara,January,Carrot,94,20.7,75,5.8,95,April,385.45
2023,Matara,February,Carrot,309,20.2,63,7,95,May,322.87
2023,Matara,March,Carrot,232,27.7,66,6.9,95,June,402.35
2023,Matara,April,Carrot,309,29,62,6.7,95,July,247.99
2023,Matara,May,Carrot,171,30.2,84,5.6,95,August,383.32
2023,Matara,June,Carrot,171,22.3,90,5.7,95,September,324.92
2023,Matara,July,Carrot,219,20.6,86,5.7,95,October,355.6
2023,Matara,August,Carrot,253,22.9,76,6.9,95,November,429.12
2023,Matara,September,Carrot,71,31.9,71,7.1,95,December,282.36
2023,Matara,October,Carrot,285,28.1,63,5.7,95,January,426.88
2023,Matara,November,Carrot,161,21.2,62,6.2,95,February,328.18
2023,Matara,December,Carrot,112,30.5,83,6.2,95,March,395.04
2023,Matara,January,Cabbage,249,29.7,86,5.9,90,April,162.44
2023,Matara,February,Cabbage,148,20.9,63,5.8,90,May,240.31
2023,Matara,March,Cabbage,206,26,65,6.3,90,June,229.42
2023,Matara,April,Cabbage,63,21.7,69,5.7,90,July,227.68
2023,Matara,May,Cabbage,296,24.5,67,6.4,90,August,227.88
2023,Matara,June,Cabbage,320,30.2,77,6,90,September,187.27
2023,Matara,July,Cabbage,225,21,75,6.3,90,October,179.39
2023,Matara,August,Cabbage,226,32.5,83,6.3,90,November,149.48
2023,Matara,September,Cabbage,120,22.8,75,6,90,December,197.61
2023,Matara,October,Cabbage,212,21.7,73,5.9,90,January,182.07
2023,Matara,November,Cabbage,211,26.3,62,5.8,90,February,208.32
2023,Matara,December,Cabbage,305,25.3,84,6.9,90,March,185.39
2023,Matara,January,Green Gram,118,32.3,82,5.6,70,March,220.15
2023,Matara,February,Green Gram,199,32.8,86,6.9,70,April,336.21
2023,Matara,March,Green Gram,189,27.2,70,6,70,May,204.94
2023,Matara,April,Green Gram,265,23.9,84,6.6,70,June,324.37
2023,Matara,May,Green Gram,240,20.1,60,6.8,70,July,303.38
2023,Matara,June,Green Gram,72,27.8,92,6.2,70,August,335.95
2023,Matara,July,Green Gram,44,31.8,89,6.2,70,September,250.8
2023,Matara,August,Green Gram,75,22.6,73,5.5,70,October,335.34
2023,Matara,September,Green Gram,116,30.8,72,7,70,November,198.2
2023,Matara,October,Green Gram,170,27.2,65,6.9,70,December,301.61
2023,Matara,November,Green Gram,193,22.4,81,6.5,70,January,278.51
2023,Matara,December,Green Gram,78,28.5,77,6.4,70,February,202.32
2023,Matara,January,Cowpea,141,26.7,84,7.1,70,March,374.29
2023,Matara,February,Cowpea,304,23.5,65,5.6,70,April,337.8
2023,Matara,March,Cowpea,276,32.3,64,6,70,May,292.86
2023,Matara,April,Cowpea,241,28.7,79,6.9,70,June,243.7
2023,Matara,May,Cowpea,300,25.7,78,6.1,70,July,293.36
2023,Matara,June,Cowpea,261,29.8,88,7.2,70,August,271.9
2023,Matara,July,Cowpea,130,20.4,67,6.7,70,September,212.92
2023,Matara,August,Cowpea,192,23.3,75,7.2,70,October,348.56
2023,Matara,September,Cowpea,255,27.8,62,6.4,70,November,375.46
2023,Matara,October,Cowpea,268,28.2,70,6.2,70,December,316.65
2023,Matara,November,Cowpea,137,22,74,6,70,January,238.59
2023,Matara,December,Cowpea,224,32.5,69,6.6,70,February,288.86
2023,Matara,January,Groundnut,251,26.5,81,6.1,110,May,330.01
2023,Matara,February,Groundnut,130,25.1,69,6.9,110,June,468.44
2023,Matara,March,Groundnut,145,24.8,65,6.8,110,July,334.58
2023,Matara,April,Groundnut,96,27.3,70,6,110,August,361.11
2023,Matara,May,Groundnut,66,30.7,81,5.7,110,September,491.92
2023,Matara,June,Groundnut,223,31.2,75,6.6,110,October,404.31
2023,Matara,July,Groundnut,221,25.4,86,6.6,110,November,327.72
2023,Matara,August,Groundnut,55,20.5,81,6.4,110,December,436.63
2023,Matara,September,Groundnut,314,26.1,65,5.5,110,January,450.33
2023,Matara,October,Groundnut,226,31.1,69,6.1,110,February,351.44
2023,Matara,November,Groundnut,197,29.9,82,6.6,110,March,400.38
2023,Matara,December,Groundnut,98,28.6,88,7.2,110,April,313.72
2023,Matara,January,Maize,141,31.8,72,5.9,100,April,171.05
2023,Matara,February,Maize,297,29.7,88,6.3,100,May,130.12
2023,Matara,March,Maize,188,28.3,89,6.5,100,June,184.32
2023,Matara,April,Maize,319,24,67,7.1,100,July,122.42
2023,Matara,May,Maize,247,30.3,66,6.2,100,August,140.89
2023,Matara,June,Maize,68,28.3,69,6.8,100,September,124.61
2023,Matara,July,Maize,126,32.6,78,5.5,100,October,157.01
2023,Matara,August,Maize,270,27.6,67,6.9,100,November,127.48
2023,Matara,September,Maize,95,20.8,76,6.8,100,December,163.29
2023,Matara,October,Maize,229,31.9,76,6.5,100,January,174.56
2023,Matara,November,Maize,145,27.2,84,5.8,100,February,172.14
2023,Matara,December,Maize,49,31.5,72,5.9,100,March,193.97
2023,Matara,January,Pumpkin,184,20.5,81,5.6,120,May,128.11
2023,Matara,February,Pumpkin,145,23.2,90,5.8,120,June,114.11
2023,Matara,March,Pumpkin,69,24.7,92,7.1,120,July,168.22
2023,Matara,April,Pumpkin,302,32.8,85,5.8,120,August,131.82
2023,Matara,May,Pumpkin,171,20.8,76,5.6,120,September,158.79
2023,Matara,June,Pumpkin,70,22,76,6.6,120,October,116.01
2023,Matara,July,Pumpkin,107,23.1,72,7.1,120,November,111.85
2023,Matara,August,Pumpkin,143,22.4,91,5.6,120,December,137.27
2023,Matara,September,Pumpkin,115,28.2,78,6.4,120,January,163.52
2023,Matara,October,Pumpkin,289,30.7,63,6.3,120,February,152.46
2023,Matara,November,Pumpkin,271,21.6,85,6.9,120,March,155.41
2023,Matara,December,Pumpkin,248,29.1,71,6.6,120,April,112.89
2023,Matara,January,Brinjal,166,20.7,85,6,130,May,239.1
2023,Matara,February,Brinjal,94,21.6,64,5.9,130,June,240.64
2023,Matara,March,Brinjal,269,24.9,78,6.9,130,July,171.07
2023,Matara,April,Brinjal,257,20.6,61,6.3,130,August,244.06
2023,Matara,May,Brinjal,100,30.9,68,5.5,130,September,176.88
2023,Matara,June,Brinjal,269,31,65,6.1,130,October,246.56
2023,Matara,July,Brinjal,70,31.3,72,6.1,130,November,173.56
2023,Matara,August,Brinjal,288,26.2,68,5.8,130,December,191.03
2023,Matara,September,Brinjal,55,24.5,90,6.2,130,January,266.45
2023,Matara,October,Brinjal,249,21.4,63,5.8,130,February,235.92
2023,Matara,November,Brinjal,270,21.2,80,7.2,130,March,256.53
2023,Matara,December,Brinjal,121,20.4,74,5.9,130,April,253.44
2023,Polonnaruwa,January,Paddy,266,21.6,74,6.4,120,May,295.5
2023,Polonnaruwa,February,Paddy,303,21.3,92,5.7,120,June,173.08
2023,Polonnaruwa,March,Paddy,210,28.5,88,6,120,July,283.73
2023,Polonnaruwa,April,Paddy,76,22.9,61,5.7,120,August,277.96
2023,Polonnaruwa,May,Paddy,89,28.8,63,6.6,120,September,218.31
2023,Polonnaruwa,June,Paddy,118,22,80,6.8,120,October,174.22
2023,Polonnaruwa,July,Paddy,317,30.2,83,6.7,120,November,231.15
2023,Polonnaruwa,August,Paddy,107,26.2,70,6,120,December,287.58
2023,Polonnaruwa,September,Paddy,68,20.3,90,5.8,120,January,221.61
2023,Polonnaruwa,October,Paddy,93,30.4,82,6.6,120,February,220.75
2023,Polonnaruwa,November,Paddy,261,26.8,86,5.6,120,March,254.44
2023,Polonnaruwa,December,Paddy,61,23.8,83,7.1,120,April,288.13
2023,Polonnaruwa,January,Tomato,148,20.9,92,6.4,90,April,170.37
2023,Polonnaruwa,February,Tomato,121,24.3,63,6.6,90,May,235.85
2023,Polonnaruwa,March,Tomato,174,24.4,61,6.1,90,June,166.44
2023,Polonnaruwa,April,Tomato,282,30.8,87,5.5,90,July,210.39
2023,Polonnaruwa,May,Tomato,91,31.4,84,6.4,90,August,280.82
2023,Polonnaruwa,June,Tomato,301,21.9,67,6.9,90,September,173.44
2023,Polonnaruwa,July,Tomato,281,29.3,76,6.4,90,October,230.83
2023,Polonnaruwa,August,Tomato,273,27.7,60,6.7,90,November,242.22
2023,Polonnaruwa,September,Tomato,138,29.5,62,6.2,90,December,240.93
2023,Polonnaruwa,October,Tomato,227,25.2,73,5.7,90,January,180.98
2023,Polonnaruwa,November,Tomato,314,24.6,73,6,90,February,225.58
2023,Polonnaruwa,December,Tomato,46,26.6,87,5.7,90,March,174.34
2023,Polonnaruwa,January,Chili,99,24.2,77,6.2,150,June,642.13
2023,Polonnaruwa,February,Chili,162,30.1,67,6,150,July,774.22
2023,Polonnaruwa,March,Chili,242,27.4,74,7.1,150,August,721.26
2023,Polonnaruwa,April,Chili,245,23.3,87,5.7,150,September,629.05
2023,Polonnaruwa,May,Chili,227,25.7,87,5.8,150,October,958.59
2023,Polonnaruwa,June,Chili,249,32.4,67,5.6,150,November,898.54
2023,Polonnaruwa,July,Chili,60,24.6,69,5.8,150,December,978.52
2023,Polonnaruwa,August,Chili,64,24.8,72,7,150,January,718.28
2023,Polonnaruwa,September,Chili,298,20.9,75,6.9,150,February,699.4
2023,Polonnaruwa,October,Chili,85,22.8,92,6.4,150,March,887.56
2023,Polonnaruwa,November,Chili,263,25.3,67,6,150,April,705.55
2023,Polonnaruwa,December,Chili,143,22.5,92,7.1,150,May,583.64
2023,Polonnaruwa,January,Big Onion,93,26.2,90,6.6,105,May,207.4
2023,Polonnaruwa,February,Big Onion,106,25.2,92,6.2,105,June,264.36
2023,Polonnaruwa,March,Big Onion,294,24.7,72,6.4,105,July,272.92
2023,Polonnaruwa,April,Big Onion,133,29.2,87,7,105,August,213.17
2023,Polonnaruwa,May,Big Onion,71,25.6,74,6.4,105,September,259.76
2023,Polonnaruwa,June,Big Onion,268,32.3,76,6.3,105,October,207.25
2023,Polonnaruwa,July,Big Onion,197,24.7,68,7.1,105,November,300.55
2023,Polonnaruwa,August,Big Onion,155,28.9,60,6,105,December,288.72
2023,Polonnaruwa,September,Big Onion,48,23.7,73,5.9,105,January,294.86
2023,Polonnaruwa,October,Big Onion,143,24.4,90,6.2,105,February,197.42
2023,Polonnaruwa,November,Big Onion,215,21.5,77,5.6,105,March,241.78
2023,Polonnaruwa,December,Big Onion,63,30.3,69,5.8,105,April,325.34
2023,Polonnaruwa,January,Red Onion,102,26.6,71,7.1,95,April,403.7
2023,Polonnaruwa,February,Red Onion,152,22.2,89,7.1,95,May,404.53
2023,Polonnaruwa,March,Red Onion,183,23.3,86,5.7,95,June,322.68
2023,Polonnaruwa,April,Red Onion,218,26.8,84,6.7,95,July,353.73
2023,Polonnaruwa,May,Red Onion,174,27.7,82,6.6,95,August,318.54
2023,Polonnaruwa,June,Red Onion,82,23.9,76,5.9,95,September,276.93
2023,Polonnaruwa,July,Red Onion,219,21.9,87,7.2,95,October,388.36
2023,Polonnaruwa,August,Red Onion,175,23.6,79,7.2,95,November,377.54
2023,Polonnaruwa,September,Red Onion,158,31,62,6.8,95,December,367.92
2023,Polonnaruwa,October,Red Onion,167,22.5,87,6.5,95,January,294.4
2023,Polonnaruwa,November,Red Onion,216,20.3,89,5.7,95,February,377.06
2023,Polonnaruwa,December,Red Onion,274,31.2,82,6.8,95,March,278.37
2023,Polonnaruwa,January,Potato,229,30.8,64,7.1,110,May,379.75
2023,Polonnaruwa,February,Potato,113,26.8,83,6.8,110,June,380.18
2023,Polonnaruwa,March,Potato,230,25.2,78,5.9,110,July,340.98
2023,Polonnaruwa,April,Potato,153,21.2,64,6.7,110,August,238.74
2023,Polonnaruwa,May,Potato,298,23.2,83,5.6,110,September,251.78
2023,Polonnaruwa,June,Potato,153,31.3,60,6,110,October,248.49
2023,Polonnaruwa,July,Potato,284,31.2,74,6.4,110,November,278.91
2023,Polonnaruwa,August,Potato,273,32.9,76,7.1,110,December,368.34
2023,Polonnaruwa,September,Potato,178,26.4,75,6.6,110,January,311.56
2023,Polonnaruwa,October,Potato,88,26.3,64,5.9,110,February,371.29
2023,Polonnaruwa,November,Potato,288,29.2,72,7.1,110,March,321.52
2023,Polonnaruwa,December,Potato,308,23.1,65,5.6,110,April,238.38
2023,Polonnaruwa,January,Beans,116,27.6,63,6.7,75,March,508.28
2023,Polonnaruwa,February,Beans,253,22.3,60,6.2,75,April,525.99
2023,Polonnaruwa,March,Beans,131,26.5,91,6.1,75,May,421.58
2023,Polonnaruwa,April,Beans,237,29.1,77,5.7,75,June,368.63
2023,Polonnaruwa,May,Beans,83,20.6,76,6.9,75,July,377.04
2023,Polonnaruwa,June,Beans,313,29.7,66,6.3,75,August,312.03
2023,Polonnaruwa,July,Beans,160,23.4,84,6.3,75,September,399.74
2023,Polonnaruwa,August,Beans,50,29.6,86,6.7,75,October,364.28
2023,Polonnaruwa,September,Beans,216,30.6,80,5.8,75,November,532.98
2023,Polonnaruwa,October,Beans,182,30.3,92,6.8,75,December,472.76
2023,Polonnaruwa,November,Beans,137,20.4,66,5.5,75,January,508.85
2023,Polonnaruwa,December,Beans,266,30.1,92,6.4,75,February,471
2023,Polonnaruwa,January,Carrot,201,32.2,85,6.3,95,April,289.96
2023,Polonnaruwa,February,Carrot,159,26.6,92,6.5,95,May,418.01
2023,Polonnaruwa,March,Carrot,107,20.8,60,6.4,95,June,315.9
2023,Polonnaruwa,April,Carrot,275,27.3,82,6.9,95,July,324.6
2023,Polonnaruwa,May,Carrot,148,31.2,83,6.8,95,August,319.83
2023,Polonnaruwa,June,Carrot,306,20.4,72,5.7,95,September,381.31
2023,Polonnaruwa,July,Carrot,58,22.1,82,7,95,October,353.52
2023,Polonnaruwa,August,Carrot,272,23,90,6.3,95,November,320.58
2023,Polonnaruwa,September,Carrot,141,30.3,83,5.8,95,December,363.85
2023,Polonnaruwa,October,Carrot,52,24.5,85,7.1,95,January,254.75
2023,Polonnaruwa,November,Carrot,309,24.5,61,5.8,95,February,364.9
2023,Polonnaruwa,December,Carrot,142,29.2,74,6.6,95,March,262.41
2023,Polonnaruwa,January,Cabbage,84,30.4,78,6.8,90,April,166.61
2023,Polonnaruwa,February,Cabbage,112,28.7,62,7.2,90,May,203.72
2023,Polonnaruwa,March,Cabbage,276,24.5,76,7,90,June,147.38
2023,Polonnaruwa,April,Cabbage,293,32.4,67,7.1,90,July,212.77
2023,Polonnaruwa,May,Cabbage,105,31.3,68,6.8,90,August,237.7
2023,Polonnaruwa,June,Cabbage,41,29.4,79,7.1,90,September,235.71
2023,Polonnaruwa,July,Cabbage,310,22.9,70,6.9,90,October,235.1
2023,Polonnaruwa,August,Cabbage,193,28,85,6.8,90,November,229.68
2023,Polonnaruwa,September,Cabbage,128,26.6,91,5.7,90,December,230.42
2023,Polonnaruwa,October,Cabbage,314,23.8,66,5.8,90,January,175.01
2023,Polonnaruwa,November,Cabbage,58,28.3,89,7,90,February,208.05
2023,Polonnaruwa,December,Cabbage,279,23.6,89,6.5,90,March,233.49
2023,Polonnaruwa,January,Green Gram,238,30.9,76,6,70,March,348.82
2023,Polonnaruwa,February,Green Gram,73,26.2,80,5.7,70,April,218.87
2023,Polonnaruwa,March,Green Gram,179,26.2,82,6.3,70,May,268.25
2023,Polonnaruwa,April,Green Gram,134,20.3,67,6.3,70,June,295.49
2023,Polonnaruwa,May,Green Gram,68,23.2,87,6.7,70,July,260.24
2023,Polonnaruwa,June,Green Gram,126,25.6,79,6.7,70,August,344.59
2023,Polonnaruwa,July,Green Gram,243,25.1,80,7.2,70,September,224.79
2023,Polonnaruwa,August,Green Gram,186,24.7,87,5.8,70,October,321.29
2023,Polonnaruwa,September,Green Gram,74,23.8,66,5.8,70,November,247.25
2023,Polonnaruwa,October,Green Gram,310,27.7,89,6.8,70,December,245.98
2023,Polonnaruwa,November,Green Gram,144,23.1,68,5.9,70,January,235.37
2023,Polonnaruwa,December,Green Gram,246,25.4,88,6.3,70,February,295.31
2023,Polonnaruwa,January,Cowpea,103,26,91,6.3,70,March,247.32
2023,Polonnaruwa,February,Cowpea,54,27.5,79,6.2,70,April,331.07
2023,Polonnaruwa,March,Cowpea,228,31.5,62,5.8,70,May,309.2
2023,Polonnaruwa,April,Cowpea,206,29.5,70,7.1,70,June,365.24
2023,Polonnaruwa,May,Cowpea,48,30.8,75,6,70,July,236.13
2023,Polonnaruwa,June,Cowpea,250,28.4,65,6.4,70,August,327.45
2023,Polonnaruwa,July,Cowpea,159,25,75,5.7,70,September,288.69
2023,Polonnaruwa,August,Cowpea,204,27.7,72,5.6,70,October,311.4
2023,Polonnaruwa,September,Cowpea,147,26.5,88,6.9,70,November,363.36
2023,Polonnaruwa,October,Cowpea,255,20.7,86,6.2,70,December,213.4
2023,Polonnaruwa,November,Cowpea,59,29.1,65,6.1,70,January,335.36
2023,Polonnaruwa,December,Cowpea,194,27.2,63,6.1,70,February,347.01
2023,Polonnaruwa,January,Groundnut,175,32.5,90,6,110,May,319.95
2023,Polonnaruwa,February,Groundnut,205,23.1,69,7.1,110,June,417.07
2023,Polonnaruwa,March,Groundnut,121,25.4,88,6.9,110,July,425.76
2023,Polonnaruwa,April,Groundnut,101,28.3,64,6.7,110,August,397.95
2023,Polonnaruwa,May,Groundnut,112,22.5,67,6.3,110,September,390.18
2023,Polonnaruwa,June,Groundnut,59,26.6,79,6.8,110,October,459.66
2023,Polonnaruwa,July,Groundnut,176,25.5,79,6.2,110,November,417.91
2023,Polonnaruwa,August,Groundnut,154,22.4,79,5.9,110,December,375.53
2023,Polonnaruwa,September,Groundnut,135,28.3,72,5.8,110,January,394.44
2023,Polonnaruwa,October,Groundnut,100,23.1,69,6.8,110,February,476.56
2023,Polonnaruwa,November,Groundnut,68,25.6,64,6.4,110,March,303.88
2023,Polonnaruwa,December,Groundnut,214,25.1,88,7.2,110,April,422.95
2023,Polonnaruwa,January,Maize,101,25.9,60,6.6,100,April,145.47
2023,Polonnaruwa,February,Maize,125,23.5,68,6.7,100,May,136.66
2023,Polonnaruwa,March,Maize,122,26.9,78,7.1,100,June,137.44
2023,Polonnaruwa,April,Maize,177,31,60,7.2,100,July,132.06
2023,Polonnaruwa,May,Maize,304,28.6,83,7,100,August,159.99
2023,Polonnaruwa,June,Maize,190,26.3,82,6.6,100,September,148.23
2023,Polonnaruwa,July,Maize,87,21.9,83,5.7,100,October,198.3
2023,Polonnaruwa,August,Maize,52,22.3,65,5.7,100,November,149.7
2023,Polonnaruwa,September,Maize,300,27.3,64,6.1,100,December,131.06
2023,Polonnaruwa,October,Maize,254,24.1,77,6,100,January,129.38
2023,Polonnaruwa,November,Maize,295,26.7,71,6.8,100,February,129.22
2023,Polonnaruwa,December,Maize,69,32.9,64,6.6,100,March,172.01
2023,Polonnaruwa,January,Pumpkin,269,22,74,6.6,120,May,173.03
2023,Polonnaruwa,February,Pumpkin,297,21.9,92,6,120,June,165.17
2023,Polonnaruwa,March,Pumpkin,101,31.3,75,6.1,120,July,165.08
